Time slots ,Load1,Load2
1696,674.528,712.528
1697,411.911,449.911
1698,137.983,175.983
1699,0,38
1700,0,38
1701,0,38
1702,0,38
1703,0,38
1704,0,38
1705,0,38
1706,0,38
1707,0,38
1708,0,38
1709,0,38
1710,0,38
1711,25.687,63.687
1712,269.16,307.16
1713,547.117,585.117
1714,786.895,824.895
1715,967.363,1005.363
1716,1077.892,1115.892
1717,1099.245,1137.245
1718,1035.262,1073.262
1719,890.618,928.618
1720,677.893,715.893
1721,414.413,452.413
1722,138.737,176.737
1723,0,38
1724,0,38
1725,0,38
1726,0,38
1727,0,38
1728,0,38
1729,0,38
1730,0,38
1731,0,38
1732,0,38
1733,0,38
1734,0,38
1735,32.075,70.075
1736,267.349,305.349
1737,539.561,577.561
1738,775.298,813.298
1739,954.401,992.401
1740,1054.911,1092.911
1741,1074.88,1112.88
1742,1009.919,1047.919
1743,210.589,248.589
1744,585.346,623.346
1745,402.714,440.714
1746,132.213,170.213
1747,0,38
1748,0,38
1749,0,38
1750,0,38
1751,0,38
1752,0,38
1753,0,38
1754,0,38
1755,0,38
1756,0,38
1757,0,38
1758,0,38
1759,10.412,48.412
1760,131.644,169.644
1761,162.13,200.13
1762,120.594,158.594
1763,100.159,138.159
1764,224.761,262.761
1765,828,866
1766,360.091,398.091
1767,189.936,227.936
1768,274.481,312.481
1769,95.933,133.933
1770,134.821,172.821
1771,0,38
1772,0,38
1773,0,38
1774,0,38
1775,0,38
1776,0,38
1777,0,38
1778,0,38
1779,0,38
1780,0,38
1781,0,38
1782,0,38
1783,36.15,74.15
1784,273.241,311.241
1785,546.788,584.788
1786,783.323,821.323
1787,964.6,1002.6
1788,1070.698,1108.698
1789,1094.436,1132.436
1790,1031.876,1069.876
1791,889.236,927.236
1792,679.525,717.525
1793,417.594,455.594
1794,142.683,180.683
1795,0,38
1796,0,38
1797,0,38
1798,0,38
1799,0,38
1800,0,38
1801,0,38
1802,0,38
1803,0,38
1804,0,38
1805,0,38
1806,0,38
1807,43.388,81.388
1808,289.982,327.982
1809,567.849,605.849
1810,808.989,846.989
1811,988.48,1026.48
1812,1092.186,1130.186
1813,1113.327,1151.327
1814,1047.569,1085.569
1815,900.157,938.157
1816,686.691,724.691
1817,425.375,463.375
1818,147.508,185.508
1819,0,38
1820,0,38
1821,0,38
1822,0,38
1823,0,38
1824,0,38
1825,0,38
1826,0,38
1827,0,38
1828,0,38
1829,0,38
1830,0,38
1831,46.718,84.718
1832,291.785,329.785
1833,569.088,607.088
1834,802.114,840.114
1835,976.485,1014.485
1836,1075.421,1113.421
1837,1092.182,1130.182
1838,1024.878,1062.878
1839,883.551,921.551
1840,674.029,712.029
1841,412.142,450.142
1842,141.197,179.197
1843,0,38
1844,0,38
1845,0,38
1846,0,38
1847,0,38
1848,0,38
1849,0,38
1850,0,38
1851,0,38
1852,0,38
1853,0,38
1854,0,38
1855,46.94,84.94
1856,288.137,326.137
1857,560.141,598.141
1858,793.008,831.008
1859,969.742,1007.742
1860,1068.773,1106.773
1861,1084.982,1122.982
1862,1018.139,1056.139
1863,715.429,753.429
1864,538.264,576.264
1865,4.734,42.734
1866,67.986,105.986
1867,0,38
1868,0,38
1869,0,38
1870,0,38
1871,0,38
1872,0,38
1873,0,38
1874,0,38
1875,0,38
1876,0,38
1877,0,38
1878,0,38
1879,51.826,89.826
1880,299.34,337.34
1881,576.018,614.018
1882,811.388,849.388
1883,987.685,1025.685
1884,403.302,441.302
1885,896.769,934.769
1886,1043.536,1081.536
1887,901.816,939.816
1888,689.101,727.101
1889,430.224,468.224
1890,152.652,190.652
1891,0,38
1892,0,38
1893,0,38
1894,0,38
1895,0,38
1896,0,38
1897,0,38
1898,0,38
1899,0,38
1900,0,38
1901,0,38
1902,0,38
1903,55.296,93.296
1904,308.133,346.133
1905,590.103,628.103
1906,831.568,869.568
1907,1011.861,1049.861
1908,1106.478,1144.478
1909,1126.86,1164.86
1910,1058.644,1096.644
1911,909.194,947.194
1912,694.578,732.578
1913,426.014,464.014
1914,147.571,185.571
1915,0,38
1916,0,38
1917,0,38
1918,0,38
1919,0,38
1920,0,38
1921,0,38
1922,0,38
1923,0,38
1924,0,38
1925,0,38
1926,0,38
1927,21.813,59.813
1928,223.351,261.351
1929,571.678,609.678
1930,812.157,850.157
1931,986.647,1024.647
1932,1091.171,1129.171
1933,1104.613,1142.613
1934,1035.339,1073.339
1935,886.676,924.676
1936,677.35,715.35
1937,415.438,453.438
1938,143.003,181.003
1939,0,38
1940,0,38
1941,0,38
1942,0,38
1943,0,38
1944,0,38
1945,0,38
1946,0,38
1947,0,38
1948,0,38
1949,0,38
1950,0,38
1951,38.501,76.501
1952,220.947,258.947
1953,544.38,582.38
1954,750.721,788.721
1955,922.108,960.108
1956,452.296,490.296
1957,152.896,190.896
1958,181.699,219.699
1959,318.714,356.714
1960,453.567,491.567
1961,193.492,231.492
1962,83.012,121.012
1963,0,38
1964,0,38
1965,0,38
1966,0,38
1967,0,38
1968,0,38
1969,0,38
1970,0,38
1971,0,38
1972,0,38
1973,0,38
1974,0,38
1975,55.459,93.459
1976,305.579,343.579
1977,582.163,620.163
1978,818.997,856.997
1979,996.109,1034.109
1980,1095.168,1133.168
1981,1109.695,1147.695
1982,1038.856,1076.856
1983,889.665,927.665
1984,583.101,621.101
1985,357.866,395.866
1986,84.83,122.83
1987,0,38
1988,0,38
1989,0,38
1990,0,38
1991,0,38
1992,0,38
1993,0,38
1994,0,38
1995,0,38
1996,0,38
1997,0,38
1998,0,38
1999,60.125,98.125
2000,307.241,345.241
2001,580.34,618.34
2002,816.859,854.859
2003,986.745,1024.745
2004,1082.936,1120.936
2005,1095.746,1133.746
2006,1028.138,1066.138
2007,883.949,921.949
2008,622.925,660.925
2009,405.495,443.495
2010,111.427,149.427
2011,0,38
2012,0,38
2013,0,38
2014,0,38
2015,0,38
2016,0,38
2017,0,38
2018,0,38
2019,0,38
2020,0,38
2021,0,38
2022,0,38
2023,57.321,95.321
2024,303.931,341.931
2025,579.105,617.105
2026,817.125,855.125
2027,994.448,1032.448
2028,1079.887,1117.887
2029,1092.246,1130.246
2030,1016.124,1054.124
2031,858.134,896.134
2032,663.329,701.329
2033,408.603,446.603
2034,137.606,175.606
2035,0,38
2036,0,38
2037,0,38
2038,0,38
2039,0,38
2040,0,38
2041,0,38
2042,0,38
2043,0,38
2044,0,38
2045,0,38
2046,0,38
2047,64.027,102.027
2048,314.198,352.198
2049,585.153,623.153
2050,815.921,853.921
2051,990.281,1028.281
2052,1089.243,1127.243
2053,941.828,979.828
2054,833.673,871.673
2055,757.936,795.936
2056,573.856,611.856
2057,355.35,393.35
2058,154.338,192.338
2059,0,38
2060,0,38
2061,0,38
2062,0,38
2063,0,38
2064,0,38
2065,0,38
2066,0,38
2067,0,38
2068,0,38
2069,0,38
2070,0,38
2071,70.846,108.846
2072,328.718,366.718
2073,600.525,638.525
2074,835.986,873.986
2075,1010.391,1048.391
2076,1100.484,1138.484
2077,1117.44,1155.44
2078,1048.789,1086.789
2079,897.598,935.598
2080,686.612,724.612
2081,423.748,461.748
2082,153.309,191.309
2083,0,38
2084,0,38
2085,0,38
2086,0,38
2087,0,38
2088,0,38
2089,0,38
2090,0,38
2091,0,38
2092,0,38
2093,0,38
2094,0,38
2095,71.745,109.745
2096,333.373,371.373
2097,611.564,649.564
2098,847.917,885.917
2099,1025.811,1063.811
2100,1123.848,1161.848
2101,1138.786,1176.786
2102,1066.642,1104.642
2103,918.421,956.421
2104,699.658,737.658
2105,437.576,475.576
2106,161.012,199.012
2107,0,38
2108,0,38
2109,0,38
2110,0,38
2111,0,38
2112,0,38
2113,0,38
2114,0,38
2115,0,38
2116,0,38
2117,0,38
2118,0,38
2119,75.655,113.655
2120,335.08,373.08
2121,611.037,649.037
2122,810.787,848.787
2123,957.263,995.263
2124,1053.661,1091.661
2125,1113.792,1151.792
2126,1044.814,1082.814
2127,890.863,928.863
2128,680.32,718.32
2129,422.553,460.553
2130,159.572,197.572
2131,0,38
2132,0,38
2133,0,38
2134,0,38
2135,0,38
2136,0,38
2137,0,38
2138,0,38
2139,0,38
2140,0,38
2141,0,38
2142,0,38
2143,79.04,117.04
2144,341.039,379.039
2145,610.561,648.561
2146,839.604,877.604
2147,1007.085,1045.085
2148,1098.543,1136.543
2149,1108.737,1146.737
2150,1037.791,1075.791
2151,718.005,756.005
2152,562.972,600.972
2153,418.327,456.327
2154,162.791,200.791
2155,0,38
2156,0,38
2157,0,38
2158,0,38
2159,0,38
2160,0,38
2161,0,38
2162,0,38
2163,0,38
2164,0,38
2165,0,38
2166,0,38
2167,69.907,107.907
2168,286.885,324.885
2169,547.446,585.446
2170,855.743,893.743
2171,957.158,995.158
2172,923.205,961.205
2173,856.88,894.88
2174,943.015,981.015
2175,806.573,844.573
2176,608.463,646.463
2177,432.767,470.767
2178,81.417,119.417
2179,0,38
2180,0,38
2181,0,38
2182,0,38
2183,0,38
2184,0,38
2185,0,38
2186,0,38
2187,0,38
2188,0,38
2189,0,38
2190,0,38
2191,85.138,123.138
2192,341.95,379.95
2193,613.245,651.245
2194,840.791,878.791
2195,1007.357,1045.357
2196,1103.105,1141.105
2197,1118.209,1156.209
2198,1050.743,1088.743
2199,770.455,808.455
2200,488.946,526.946
2201,360.071,398.071
2202,158.524,196.524
2203,0,38
2204,0,38
2205,0,38
2206,0,38
2207,0,38
2208,0,38
2209,0,38
2210,0,38
2211,0,38
2212,0,38
2213,0,38
2214,0,38
2215,86.676,124.676
2216,350.119,388.119
2217,625.807,663.807
2218,863.595,901.595
2219,1036.761,1074.761
2220,1134.875,1172.875
2221,1147.317,1185.317
2222,1076.575,1114.575
2223,923.616,961.616
2224,704.86,742.86
2225,442.504,480.504
2226,166.7,204.7
2227,0,38
2228,0,38
2229,0,38
2230,0,38
2231,0,38
2232,0,38
2233,0,38
2234,0,38
2235,0,38
2236,0,38
2237,0,38
2238,0,38
2239,90.951,128.951
2240,347.489,385.489
2241,612.48,650.48
2242,837.024,875.024
2243,1001.42,1039.42
2244,1101.19,1139.19
2245,1053.556,1091.556
2246,948.731,986.731
2247,771.194,809.194
2248,556.7,594.7
2249,295.749,333.749
2250,60.765,98.765
2251,0,38
2252,0,38
2253,0,38
2254,0,38
2255,0,38
2256,0,38
2257,0,38
2258,0,38
2259,0,38
2260,0,38
2261,0,38
2262,0,38
2263,83.642,121.642
2264,340.36,378.36
2265,609.491,647.491
2266,674.028,712.028
2267,878.184,916.184
2268,977.519,1015.519
2269,1122.554,1160.554
2270,1051.023,1089.023
2271,898.968,936.968
2272,518.135,556.135
2273,427.799,465.799
2274,159.164,197.164
2275,0,38
2276,0,38
2277,0,38
2278,0,38
2279,0,38
2280,0,38
2281,0,38
2282,0,38
2283,0,38
2284,0,38
2285,0,38
2286,0,38
2287,84.733,122.733
2288,345.521,383.521
2289,610.164,648.164
2290,835.339,873.339
2291,1005.57,1043.57
2292,1098.473,1136.473
2293,1111.454,1149.454
2294,488.677,526.677
2295,890.614,928.614
2296,385.023,423.023
2297,133.708,171.708
2298,5.674,43.674
2299,0,38
2300,0,38
2301,0,38
2302,0,38
2303,0,38
2304,0,38
2305,0,38
2306,0,38
2307,0,38
2308,0,38
2309,0,38
2310,0,38
2311,100.507,138.507
2312,362.844,400.844
2313,629.478,667.478
2314,860.323,898.323
2315,1030.396,1068.396
2316,1124.547,1162.547
2317,1137.513,1175.513
2318,1065.78,1103.78
2319,918.14,956.14
2320,703.107,741.107
2321,443.288,481.288
2322,170.514,208.514
2323,0,38
2324,0,38
2325,0,38
2326,0,38
2327,0,38
2328,0,38
2329,0,38
2330,0,38
2331,0,38
2332,0,38
2333,0,38
2334,0,38
2335,106.683,144.683
2336,369.482,407.482
2337,633.012,671.012
2338,858.329,896.329
2339,1024.809,1062.809
2340,1113.869,1151.869
2341,1125.398,1163.398
2342,1052.812,1090.812
2343,897.035,935.035
2344,683.711,721.711
2345,427.495,465.495
2346,162.69,200.69
2347,0,38
2348,0,38
2349,0,38
2350,0,38
2351,0,38
2352,0,38
2353,0,38
2354,0,38
2355,0,38
2356,0,38
2357,0,38
2358,0,38
2359,106.208,144.208
2360,366.239,404.239
2361,631.698,669.698
2362,856.829,894.829
2363,1023.82,1061.82
2364,1120.621,1158.621
2365,1131.845,1169.845
2366,1059.126,1097.126
2367,909.339,947.339
2368,695.154,733.154
2369,437.392,475.392
2370,134.192,172.192
2371,0,38
2372,0,38
2373,0,38
2374,0,38
2375,0,38
2376,0,38
2377,0,38
2378,0,38
2379,0,38
2380,0,38
2381,0,38
2382,0,38
2383,91.712,129.712
2384,304.219,342.219
2385,445.901,483.901
2386,644.4,682.4
2387,816.289,854.289
2388,1119.699,1157.699
2389,1136.015,1174.015
2390,1073.717,1111.717
2391,747.867,785.867
2392,710.05,748.05
2393,448.894,486.894
2394,174.118,212.118
2395,0,38
2396,0,38
2397,0,38
2398,0,38
2399,0,38
2400,0,38
2401,0,38
2402,0,38
2403,0,38
2404,0,38
2405,0,38
2406,0,38
2407,111.041,149.041
2408,365.803,403.803
2409,625.531,663.531
2410,850.374,888.374
2411,1009.714,1047.714
2412,946.347,984.347
2413,1020.692,1058.692
2414,597.435,635.435
2415,360.898,398.898
2416,391.207,429.207
2417,378.61,416.61
2418,125.375,163.375
2419,0,38
2420,0,38
2421,0,38
2422,0,38
2423,0,38
2424,0,38
2425,0,38
2426,0,38
2427,0,38
2428,0,38
2429,0,38
2430,0,38
2431,79.683,117.683
2432,243.947,281.947
2433,476.608,514.608
2434,745.883,783.883
2435,860.208,898.208
2436,816.532,854.532
2437,716.557,754.557
2438,758.407,796.407
2439,689.528,727.528
2440,343.168,381.168
2441,280.556,318.556
2442,121.263,159.263
2443,0,38
2444,0,38
2445,0,38
2446,0,38
2447,0,38
2448,0,38
2449,0,38
2450,0,38
2451,0,38
2452,0,38
2453,0,38
2454,0,38
2455,116.616,154.616
2456,374.729,412.729
2457,637.084,675.084
2458,858.727,896.727
2459,1023.145,1061.145
2460,1114.713,1152.713
2461,1123.626,1161.626
2462,1049.805,1087.805
2463,900.155,938.155
2464,687.508,725.508
2465,433.611,471.611
2466,168.58,206.58
2467,0,38
2468,0,38
2469,0,38
2470,0,38
2471,0,38
2472,0,38
2473,0,38
2474,0,38
2475,0,38
2476,0,38
2477,0,38
2478,0,38
2479,99.469,137.469
2480,377.065,415.065
2481,642.7,680.7
2482,869.2,907.2
2483,1034.497,1072.497
2484,1125.946,1163.946
2485,1135.647,1173.647
2486,1061.963,1099.963
2487,909.374,947.374
2488,697.346,735.346
2489,439.213,477.213
2490,173.091,211.091
2491,0,38
2492,0,38
2493,0,38
2494,0,38
2495,0,38
2496,0,38
2497,0,38
2498,0,38
2499,0,38
2500,0,38
2501,0,38
2502,0,38
2503,125.823,163.823
2504,389.854,427.854
2505,653.637,691.637
2506,878.659,916.659
2507,1043.979,1081.979
2508,1134.034,1172.034
2509,1142.526,1180.526
2510,1067.316,1105.316
2511,911.551,949.551
2512,625.788,663.788
2513,436.457,474.457
2514,128.864,166.864
2515,0,38
2516,0,38
2517,0,38
2518,0,38
2519,0,38
2520,0,38
2521,0,38
2522,0,38
2523,0,38
2524,0,38
2525,0,38
2526,0,38
2527,125.755,163.755
2528,387.694,425.694
2529,650.475,688.475
2530,874.257,912.257
2531,1038.692,1076.692
2532,1130.298,1168.298
2533,1137.49,1175.49
2534,1063.047,1101.047
2535,914.417,952.417
2536,700.697,738.697
2537,443.353,481.353
2538,174.966,212.966
2539,0,38
2540,0,38
2541,0,38
2542,0,38
2543,0,38
2544,0,38
2545,0,38
2546,0,38
2547,0,38
2548,0,38
2549,0,38
2550,0,38
2551,124.109,162.109
2552,377.398,415.398
2553,634.29,672.29
2554,850.74,888.74
2555,1010.118,1048.118
2556,1097.008,1135.008
2557,1105.59,1143.59
2558,1034.88,1072.88
2559,884.287,922.287
2560,678.838,716.838
2561,426.863,464.863
2562,168.2,206.2
2563,0,38
2564,0,38
2565,0,38
2566,0,38
2567,0,38
2568,0,38
2569,0,38
2570,0,38
2571,0,38
2572,0,38
2573,0,38
2574,0,38
2575,101.107,139.107
2576,335.626,373.626
2577,527.85,565.85
2578,722.907,760.907
2579,655.579,693.579
2580,914.908,952.908
2581,997.969,1035.969
2582,846.293,884.293
2583,723.299,761.299
2584,565.821,603.821
2585,195.345,233.345
2586,68.95,106.95
2587,0,38
2588,0,38
2589,0,38
2590,0,38
2591,0,38
2592,0,38
2593,0,38
2594,0,38
2595,0,38
2596,0,38
2597,0,38
2598,0,38
2599,22.735,60.735
2600,234.364,272.364
2601,380.458,418.458
2602,732.028,770.028
2603,273.599,311.599
2604,349.249,387.249
2605,830.027,868.027
2606,834.601,872.601
2607,491.964,529.964
2608,46.558,84.558
2609,18.958,56.958
2610,28.431,66.431
2611,0,38
2612,0,38
2613,0,38
2614,0,38
2615,0,38
2616,0,38
2617,0,38
2618,0,38
2619,0,38
2620,0,38
2621,0,38
2622,0,38
2623,125.111,163.111
2624,366.056,404.056
2625,615.432,653.432
2626,830.437,868.437
2627,983.276,1021.276
2628,1067.804,1105.804
2629,1074.464,1112.464
2630,1004.315,1042.315
2631,863.827,901.827
2632,663.302,701.302
2633,417.861,455.861
2634,166.345,204.345
2635,6.932,44.932
2636,0,38
2637,0,38
2638,0,38
2639,0,38
2640,0,38
2641,0,38
2642,0,38
2643,0,38
2644,0,38
2645,0,38
2646,0,38
2647,132.485,170.485
2648,381.034,419.034
2649,631.865,669.865
2650,842.226,880.226
2651,996.933,1034.933
2652,1084.177,1122.177
2653,1089.865,1127.865
2654,1018.72,1056.72
2655,866.287,904.287
2656,663.745,701.745
2657,416.79,454.79
2658,165.538,203.538
2659,7.564,45.564
2660,0,38
2661,0,38
2662,0,38
2663,0,38
2664,0,38
2665,0,38
2666,0,38
2667,0,38
2668,0,38
2669,0,38
2670,0,38
2671,134.514,172.514
2672,384.087,422.087
2673,633.546,671.546
2674,844.409,882.409
2675,997.193,1035.193
2676,1079.375,1117.375
2677,1081.861,1119.861
2678,1006.272,1044.272
2679,88.593,126.593
2680,495.707,533.707
2681,290.673,328.673
2682,164.328,202.328
2683,10.413,48.413
2684,0,38
2685,0,38
2686,0,38
2687,0,38
2688,0,38
2689,0,38
2690,0,38
2691,0,38
2692,0,38
2693,0,38
2694,0,38
2695,112.034,150.034
2696,311.617,349.617
2697,635.516,673.516
2698,862.692,900.692
2699,1020.21,1058.21
2700,1106.215,1144.215
2701,1110.53,1148.53
2702,1034.462,1072.462
2703,886.265,924.265
2704,678.88,716.88
2705,427.924,465.924
2706,171.035,209.035
2707,9.11,47.11
2708,0,38
2709,0,38
2710,0,38
2711,0,38
2712,0,38
2713,0,38
2714,0,38
2715,0,38
2716,0,38
2717,0,38
2718,0,38
2719,147.208,185.208
2720,406.766,444.766
2721,663.223,701.223
2722,880.671,918.671
2723,1040.493,1078.493
2724,1125.963,1163.963
2725,1131.154,1169.154
2726,1054.56,1092.56
2727,899.936,937.936
2728,689.38,727.38
2729,435.967,473.967
2730,175.878,213.878
2731,9.894,47.894
2732,0,38
2733,0,38
2734,0,38
2735,0,38
2736,0,38
2737,0,38
2738,0,38
2739,0,38
2740,0,38
2741,0,38
2742,0,38
2743,146.232,184.232
2744,405.36,443.36
2745,660.476,698.476
2746,876.839,914.839
2747,939.718,977.718
2748,1112.815,1150.815
2749,1034.321,1072.321
2750,958.538,996.538
2751,754.424,792.424
2752,559.391,597.391
2753,322.048,360.048
2754,144.132,182.132
2755,13.261,51.261
2756,0,38
2757,0,38
2758,0,38
2759,0,38
2760,0,38
2761,0,38
2762,0,38
2763,0,38
2764,0,38
2765,0,38
2766,0,38
2767,66.779,104.779
2768,305.289,343.289
2769,490.773,528.773
2770,864.482,902.482
2771,1015.479,1053.479
2772,1093.028,1131.028
2773,1061.779,1099.779
2774,728.932,766.932
2775,719.111,757.111
2776,488.738,526.738
2777,348.473,386.473
2778,152.368,190.368
2779,14.211,52.211
2780,0,38
2781,0,38
2782,0,38
2783,0,38
2784,0,38
2785,0,38
2786,0,38
2787,0,38
2788,0,38
2789,0,38
2790,0,38
2791,147.62,185.62
2792,401.375,439.375
2793,651.322,689.322
2794,862.322,900.322
2795,1016.14,1054.14
2796,1101.397,1139.397
2797,1106.031,1144.031
2798,1030.831,1068.831
2799,876.672,914.672
2800,593.851,631.851
2801,423.151,461.151
2802,172.597,210.597
2803,12.226,50.226
2804,0,38
2805,0,38
2806,0,38
2807,0,38
2808,0,38
2809,0,38
2810,0,38
2811,0,38
2812,0,38
2813,0,38
2814,0,38
2815,152.28,190.28
2816,406.54,444.54
2817,658.946,696.946
2818,871.412,909.412
2819,1026.526,1064.526
2820,1111.869,1149.869
2821,1116.407,1154.407
2822,1039.715,1077.715
2823,888.408,926.408
2824,680.599,718.599
2825,432.994,470.994
2826,177.857,215.857
2827,11.666,49.666
2828,0,38
2829,0,38
2830,0,38
2831,0,38
2832,0,38
2833,0,38
2834,0,38
2835,0,38
2836,0,38
2837,0,38
2838,0,38
2839,161.638,199.638
2840,422.864,460.864
2841,679.061,717.061
2842,897.445,935.445
2843,1055.669,1093.669
2844,1140.581,1178.581
2845,1145.992,1183.992
2846,1069.939,1107.939
2847,920.639,958.639
2848,708.971,746.971
2849,454.789,492.789
2850,189.395,227.395
2851,11.676,49.676
2852,0,38
2853,0,38
2854,0,38
2855,0,38
2856,0,38
2857,0,38
2858,0,38
2859,0,38
2860,0,38
2861,0,38
2862,6.956,44.956
2863,159.879,197.879
2864,416.185,454.185
2865,666.847,704.847
2866,878.97,916.97
2867,1031.955,1069.955
2868,1110.467,1148.467
2869,1113.633,1151.633
2870,1037.777,1075.777
2871,875.861,913.861
2872,671.991,709.991
2873,426.582,464.582
2874,178.077,216.077
2875,13.801,51.801
2876,0,38
2877,0,38
2878,0,38
2879,0,38
2880,0,38
2881,0,38
2882,0,38
2883,0,38
2884,0,38
2885,0,38
2886,10.329,48.329
2887,151.839,189.839
2888,395.707,433.707
2889,642.052,680.052
2890,850.033,888.033
2891,827.686,865.686
2892,1079.66,1117.66
2893,1081.501,1119.501
2894,1006.768,1044.768
2895,857.715,895.715
2896,654.341,692.341
2897,413.429,451.429
2898,172.449,210.449
2899,16.103,54.103
2900,0,38
2901,0,38
2902,0,38
2903,0,38
2904,0,38
2905,0,38
2906,0,38
2907,0,38
2908,0,38
2909,0,38
2910,9.901,47.901
2911,156.207,194.207
2912,402.486,440.486
2913,648.561,686.561
2914,856.95,894.95
2915,1009.658,1047.658
2916,1092.98,1130.98
2917,1097.803,1135.803
2918,1024.907,1062.907
2919,878.678,916.678
2920,675.811,713.811
2921,433.108,471.108
2922,180.933,218.933
2923,14.149,52.149
2924,0,38
2925,0,38
2926,0,38
2927,0,38
2928,0,38
2929,0,38
2930,0,38
2931,0,38
2932,0,38
2933,0,38
2934,9.9,47.9
2935,157.175,195.175
2936,402.103,440.103
2937,645.722,683.722
2938,850.673,888.673
2939,998.32,1036.32
2940,1083.741,1121.741
2941,1087.429,1125.429
2942,1014.603,1052.603
2943,273.239,311.239
2944,660.44,698.44
2945,417.921,455.921
2946,175.201,213.201
2947,15.34,53.34
2948,0,38
2949,0,38
2950,0,38
2951,0,38
2952,0,38
2953,0,38
2954,0,38
2955,0,38
2956,0,38
2957,0,38
2958,10.67,48.67
2959,157.713,195.713
2960,400.676,438.676
2961,645.178,683.178
2962,851.337,889.337
2963,1002.528,1040.528
2964,1094.939,1132.939
2965,1099.583,1137.583
2966,1028.717,1066.717
2967,879.361,917.361
2968,678.457,716.457
2969,435.858,473.858
2970,183.661,221.661
2971,14.97,52.97
2972,0,38
2973,0,38
2974,0,38
2975,0,38
2976,0,38
2977,0,38
2978,0,38
2979,0,38
2980,0,38
2981,0,38
2982,11.451,49.451
2983,158.271,196.271
2984,397.935,435.935
2985,635.33,673.33
2986,632.698,670.698
2987,656.762,694.762
2988,1055.064,1093.064
2989,946.979,984.979
2990,812.359,850.359
2991,847.702,885.702
2992,650.834,688.834
2993,414.893,452.893
2994,175.753,213.753
2995,16.133,54.133
2996,0,38
2997,0,38
2998,0,38
2999,0,38
3000,0,38
3001,0,38
3002,0,38
3003,0,38
3004,0,38
3005,0,38
3006,10.854,48.854
3007,164.286,202.286
3008,414.254,452.254
3009,659.403,697.403
3010,869.095,907.095
3011,1022.724,1060.724
3012,1102.182,1140.182
3013,1105.696,1143.696
3014,1030.214,1068.214
3015,883.92,921.92
3016,679.852,717.852
3017,387.81,425.81
3018,168.031,206.031
3019,15.784,53.784
3020,0,38
3021,0,38
3022,0,38
3023,0,38
3024,0,38
3025,0,38
3026,0,38
3027,0,38
3028,0,38
3029,0,38
3030,12.519,50.519
3031,169.476,207.476
3032,424.872,462.872
3033,674.101,712.101
3034,885.928,923.928
3035,1039.141,1077.141
3036,1121.528,1159.528
3037,1125.01,1163.01
3038,1050.895,1088.895
3039,904.545,942.545
3040,697.628,735.628
3041,450.014,488.014
3042,193.882,231.882
3043,16.673,54.673
3044,0,38
3045,0,38
3046,0,38
3047,0,38
3048,0,38
3049,0,38
3050,0,38
3051,0,38
3052,0,38
3053,0,38
3054,12.497,50.497
3055,170.868,208.868
3056,421.574,459.574
3057,664.628,702.628
3058,869.379,907.379
3059,1017.508,1055.508
3060,1094.299,1132.299
3061,1097.644,1135.644
3062,1024.407,1062.407
3063,879.563,917.563
3064,676.269,714.269
3065,435.502,473.502
3066,185.207,223.207
3067,16.614,54.614
3068,0,38
3069,0,38
3070,0,38
3071,0,38
3072,0,38
3073,0,38
3074,0,38
3075,0,38
3076,0,38
3077,0,38
3078,12.472,50.472
3079,170.397,208.397
3080,420.042,458.042
3081,663.121,701.121
3082,867.539,905.539
3083,1015.33,1053.33
3084,1094.566,1132.566
3085,1095.923,1133.923
3086,1022.493,1060.493
3087,880.847,918.847
3088,678.265,716.265
3089,436.81,474.81
3090,187.187,225.187
3091,16.579,54.579
3092,0,38
3093,0,38
3094,0,38
3095,0,38
3096,0,38
3097,0,38
3098,0,38
3099,0,38
3100,0,38
3101,0,38
3102,13.301,51.301
3103,173.877,211.877
3104,424.881,462.881
3105,669.593,707.593
3106,876.532,914.532
3107,1026.658,1064.658
3108,1105.113,1143.113
3109,1108.404,1146.404
3110,1035.258,1073.258
3111,892.143,930.143
3112,688.559,726.559
3113,446.041,484.041
3114,193.099,231.099
3115,17.465,55.465
3116,0,38
3117,0,38
3118,0,38
3119,0,38
3120,0,38
3121,0,38
3122,0,38
3123,0,38
3124,0,38
3125,0,38
3126,14.121,52.121
3127,171.021,209.021
3128,419.607,457.607
3129,662.5,700.5
3130,868.855,906.855
3131,1016.491,1054.491
3132,1000.664,1038.664
3133,1014.132,1052.132
3134,1025.881,1063.881
3135,883.835,921.835
3136,681.899,719.899
3137,403.257,441.257
3138,193.418,231.418
3139,17.423,55.423
3140,0,38
3141,0,38
3142,0,38
3143,0,38
3144,0,38
3145,0,38
3146,0,38
3147,0,38
3148,0,38
3149,0,38
3150,14.961,52.961
3151,169.494,207.494
3152,407.808,445.808
3153,647.55,685.55
3154,842.443,880.443
3155,916.923,954.923
3156,1061.662,1099.662
3157,1063.745,1101.745
3158,992.344,1030.344
3159,848.195,886.195
3160,650.376,688.376
3161,415.689,453.689
3162,181.439,219.439
3163,20.86,58.86
3164,0,38
3165,0,38
3166,0,38
3167,0,38
3168,0,38
3169,0,38
3170,0,38
3171,0,38
3172,0,38
3173,0,38
3174,18.531,56.531
3175,159.824,197.824
3176,386.811,424.811
3177,616.912,654.912
3178,818.14,856.14
3179,964.728,1002.728
3180,1044.164,1082.164
3181,1052.182,1090.182
3182,985.71,1023.71
3183,511.32,549.32
3184,400.1,438.1
3185,266.962,304.962
3186,166.713,204.713
3187,20.059,58.059
3188,0,38
3189,0,38
