Time slots,Output1 ,Output2 
1699,0,0
1700,0,0
1701,0,0
1702,0,0
1703,0,0
1704,0,0
1705,0,0
1706,0,0
1707,0,0
1708,0,0
1709,0,0
1710,0,0
1711,25.687,25.687
1712,269.16,269.16
1713,547.117,547.117
1714,786.895,786.895
1715,967.363,967.363
1716,1077.892,1077.892
1717,1099.245,1099.245
1718,1035.262,1035.262
1719,890.618,890.618
1720,677.893,677.893
1721,414.413,414.413
1722,138.737,138.737
1723,0,0
1724,0,0
1725,0,0
1726,0,0
1727,0,0
1728,0,0
1729,0,0
1730,0,0
1731,0,0
1732,0,0
1733,0,0
1734,0,0
1735,32.075,32.075
1736,267.349,267.349
1737,539.561,539.561
1738,775.298,775.298
1739,954.401,954.401
1740,1054.911,1054.911
1741,1074.88,1074.88
1742,1009.919,1009.919
1743,210.589,210.589
1744,585.346,585.346
1745,402.714,402.714
1746,132.213,132.213
1747,0,0
1748,0,0
1749,0,0
1750,0,0
1751,0,0
1752,0,0
1753,0,0
1754,0,0
1755,0,0
1756,0,0
1757,0,0
1758,0,0
1759,10.412,10.412
1760,131.644,131.644
1761,162.13,162.13
1762,120.594,120.594
1763,100.159,100.159
1764,224.761,224.761
1765,828,828
1766,360.091,360.091
1767,189.936,189.936
1768,274.481,274.481
1769,95.933,95.933
1770,134.821,134.821
1771,0,0
1772,0,0
1773,0,0
1774,0,0
1775,0,0
1776,0,0
1777,0,0
1778,0,0
1779,0,0
1780,0,0
1781,0,0
1782,0,0
1783,36.15,36.15
1784,273.241,273.241
1785,546.788,546.788
1786,783.323,783.323
1787,964.6,964.6
1788,1070.698,1070.698
1789,1094.436,1094.436
1790,1031.876,1031.876
1791,889.236,889.236
1792,679.525,679.525
1793,417.594,417.594
1794,142.683,142.683
1795,0,0
1796,0,0
1797,0,0
1798,0,0
1799,0,0
1800,0,0
1801,0,0
1802,0,0
1803,0,0
1804,0,0
1805,0,0
1806,0,0
1807,43.388,43.388
1808,289.982,289.982
1809,567.849,567.849
1810,808.989,808.989
1811,988.48,988.48
1812,1092.186,1092.186
1813,1113.327,1113.327
1814,1047.569,1047.569
1815,900.157,900.157
1816,686.691,686.691
1817,425.375,425.375
1818,147.508,147.508
1819,0,0
1820,0,0
1821,0,0
1822,0,0
1823,0,0
1824,0,0
1825,0,0
1826,0,0
1827,0,0
1828,0,0
1829,0,0
1830,0,0
1831,46.718,46.718
1832,291.785,291.785
1833,569.088,569.088
1834,802.114,802.114
1835,976.485,976.485
1836,1075.421,1075.421
1837,1092.182,1092.182
1838,1024.878,1024.878
1839,883.551,883.551
1840,674.029,674.029
1841,412.142,412.142
1842,141.197,141.197
1843,0,0
1844,0,0
1845,0,0
1846,0,0
1847,0,0
1848,0,0
1849,0,0
1850,0,0
1851,0,0
1852,0,0
1853,0,0
1854,0,0
1855,46.94,46.94
1856,288.137,288.137
1857,560.141,560.141
1858,793.008,793.008
1859,969.742,969.742
1860,1068.773,1068.773
1861,1084.982,1084.982
1862,1018.139,1018.139
1863,715.429,715.429
1864,538.264,538.264
1865,4.734,4.734
1866,67.986,67.986
1867,0,0
1868,0,0
1869,0,0
1870,0,0
1871,0,0
1872,0,0
1873,0,0
1874,0,0
1875,0,0
1876,0,0
1877,0,0
1878,0,0
1879,51.826,51.826
1880,299.34,299.34
1881,576.018,576.018
1882,811.388,811.388
1883,987.685,987.685
1884,403.302,403.302
1885,896.769,896.769
1886,1043.536,1043.536
1887,901.816,901.816
1888,689.101,689.101
1889,430.224,430.224
1890,152.652,152.652
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,55.296,55.296
1904,308.133,308.133
1905,590.103,590.103
1906,831.568,831.568
1907,1011.861,1011.861
1908,1106.478,1106.478
1909,1126.86,1126.86
1910,1058.644,1058.644
1911,909.194,909.194
1912,694.578,694.578
1913,426.014,426.014
1914,147.571,147.571
1915,0,0
1916,0,0
1917,0,0
1918,0,0
1919,0,0
1920,0,0
1921,0,0
1922,0,0
1923,0,0
1924,0,0
1925,0,0
1926,0,0
1927,21.813,21.813
1928,223.351,223.351
1929,571.678,571.678
1930,812.157,812.157
1931,986.647,986.647
1932,1091.171,1091.171
1933,1104.613,1104.613
1934,1035.339,1035.339
1935,886.676,886.676
1936,677.35,677.35
1937,415.438,415.438
1938,143.003,143.003
1939,0,0
1940,0,0
1941,0,0
1942,0,0
1943,0,0
1944,0,0
1945,0,0
1946,0,0
1947,0,0
1948,0,0
1949,0,0
1950,0,0
1951,38.501,38.501
1952,220.947,220.947
1953,544.38,544.38
1954,750.721,750.721
1955,922.108,922.108
1956,452.296,452.296
1957,152.896,152.896
1958,181.699,181.699
1959,318.714,318.714
1960,453.567,453.567
1961,193.492,193.492
1962,83.012,83.012
1963,0,0
1964,0,0
1965,0,0
1966,0,0
1967,0,0
1968,0,0
1969,0,0
1970,0,0
1971,0,0
1972,0,0
1973,0,0
1974,0,0
1975,55.459,55.459
1976,305.579,305.579
1977,582.163,582.163
1978,818.997,818.997
1979,996.109,996.109
1980,1095.168,1095.168
1981,1109.695,1109.695
1982,1038.856,1038.856
1983,889.665,889.665
1984,583.101,583.101
1985,357.866,357.866
1986,84.83,84.83
1987,0,0
1988,0,0
1989,0,0
1990,0,0
1991,0,0
1992,0,0
1993,0,0
1994,0,0
1995,0,0
1996,0,0
1997,0,0
1998,0,0
1999,60.125,60.125
2000,307.241,307.241
2001,580.34,580.34
2002,816.859,816.859
2003,986.745,986.745
2004,1082.936,1082.936
2005,1095.746,1095.746
2006,1028.138,1028.138
2007,883.949,883.949
2008,622.925,622.925
2009,405.495,405.495
2010,111.427,111.427
2011,0,0
2012,0,0
2013,0,0
2014,0,0
2015,0,0
2016,0,0
2017,0,0
2018,0,0
2019,0,0
2020,0,0
2021,0,0
2022,0,0
2023,57.321,57.321
2024,303.931,303.931
2025,579.105,579.105
2026,817.125,817.125
2027,994.448,994.448
2028,1079.887,1079.887
2029,1092.246,1092.246
2030,1016.124,1016.124
2031,858.134,858.134
2032,663.329,663.329
2033,408.603,408.603
2034,137.606,137.606
2035,0,0
2036,0,0
2037,0,0
2038,0,0
2039,0,0
2040,0,0
2041,0,0
2042,0,0
2043,0,0
2044,0,0
2045,0,0
2046,0,0
2047,64.027,64.027
2048,314.198,314.198
2049,585.153,585.153
2050,815.921,815.921
2051,990.281,990.281
2052,1089.243,1089.243
2053,941.828,941.828
2054,833.673,833.673
2055,757.936,757.936
2056,573.856,573.856
2057,355.35,355.35
2058,154.338,154.338
2059,0,0
2060,0,0
2061,0,0
2062,0,0
2063,0,0
2064,0,0
2065,0,0
2066,0,0
2067,0,0
2068,0,0
2069,0,0
2070,0,0
2071,70.846,70.846
2072,328.718,328.718
2073,600.525,600.525
2074,835.986,835.986
2075,1010.391,1010.391
2076,1100.484,1100.484
2077,1117.44,1117.44
2078,1048.789,1048.789
2079,897.598,897.598
2080,686.612,686.612
2081,423.748,423.748
2082,153.309,153.309
2083,0,0
2084,0,0
2085,0,0
2086,0,0
2087,0,0
2088,0,0
2089,0,0
2090,0,0
2091,0,0
2092,0,0
2093,0,0
2094,0,0
2095,71.745,71.745
2096,333.373,333.373
2097,611.564,611.564
2098,847.917,847.917
2099,1025.811,1025.811
2100,1123.848,1123.848
2101,1138.786,1138.786
2102,1066.642,1066.642
2103,918.421,918.421
2104,699.658,699.658
2105,437.576,437.576
2106,161.012,161.012
2107,0,0
2108,0,0
2109,0,0
2110,0,0
2111,0,0
2112,0,0
2113,0,0
2114,0,0
2115,0,0
2116,0,0
2117,0,0
2118,0,0
2119,75.655,75.655
2120,335.08,335.08
2121,611.037,611.037
2122,810.787,810.787
2123,957.263,957.263
2124,1053.661,1053.661
2125,1113.792,1113.792
2126,1044.814,1044.814
2127,890.863,890.863
2128,680.32,680.32
2129,422.553,422.553
2130,159.572,159.572
2131,0,0
2132,0,0
2133,0,0
2134,0,0
2135,0,0
2136,0,0
2137,0,0
2138,0,0
2139,0,0
2140,0,0
2141,0,0
2142,0,0
2143,79.04,79.04
2144,341.039,341.039
2145,610.561,610.561
2146,839.604,839.604
2147,1007.085,1007.085
2148,1098.543,1098.543
2149,1108.737,1108.737
2150,1037.791,1037.791
2151,718.005,718.005
2152,562.972,562.972
2153,418.327,418.327
2154,162.791,162.791
2155,0,0
2156,0,0
2157,0,0
2158,0,0
2159,0,0
2160,0,0
2161,0,0
2162,0,0
2163,0,0
2164,0,0
2165,0,0
2166,0,0
2167,69.907,69.907
2168,286.885,286.885
2169,547.446,547.446
2170,855.743,855.743
2171,957.158,957.158
2172,923.205,923.205
2173,856.88,856.88
2174,943.015,943.015
2175,806.573,806.573
2176,608.463,608.463
2177,432.767,432.767
2178,81.417,81.417
2179,0,0
2180,0,0
2181,0,0
2182,0,0
2183,0,0
2184,0,0
2185,0,0
2186,0,0
2187,0,0
2188,0,0
2189,0,0
2190,0,0
2191,85.138,85.138
2192,341.95,341.95
2193,613.245,613.245
2194,840.791,840.791
2195,1007.357,1007.357
2196,1103.105,1103.105
2197,1118.209,1118.209
2198,1050.743,1050.743
2199,770.455,770.455
2200,488.946,488.946
2201,360.071,360.071
2202,158.524,158.524
2203,0,0
2204,0,0
2205,0,0
2206,0,0
2207,0,0
2208,0,0
2209,0,0
2210,0,0
2211,0,0
2212,0,0
2213,0,0
2214,0,0
2215,86.676,86.676
2216,350.119,350.119
2217,625.807,625.807
2218,863.595,863.595
2219,1036.761,1036.761
2220,1134.875,1134.875
2221,1147.317,1147.317
2222,1076.575,1076.575
2223,923.616,923.616
2224,704.86,704.86
2225,442.504,442.504
2226,166.7,166.7
2227,0,0
2228,0,0
2229,0,0
2230,0,0
2231,0,0
2232,0,0
2233,0,0
2234,0,0
2235,0,0
2236,0,0
2237,0,0
2238,0,0
2239,90.951,90.951
2240,347.489,347.489
2241,612.48,612.48
2242,837.024,837.024
2243,1001.42,1001.42
2244,1101.19,1101.19
2245,1053.556,1053.556
2246,948.731,948.731
2247,771.194,771.194
2248,556.7,556.7
2249,295.749,295.749
2250,60.765,60.765
2251,0,0
2252,0,0
2253,0,0
2254,0,0
2255,0,0
2256,0,0
2257,0,0
2258,0,0
2259,0,0
2260,0,0
2261,0,0
2262,0,0
2263,83.642,83.642
2264,340.36,340.36
2265,609.491,609.491
2266,674.028,674.028
2267,878.184,878.184
2268,977.519,977.519
2269,1122.554,1122.554
2270,1051.023,1051.023
2271,898.968,898.968
2272,518.135,518.135
2273,427.799,427.799
2274,159.164,159.164
2275,0,0
2276,0,0
2277,0,0
2278,0,0
2279,0,0
2280,0,0
2281,0,0
2282,0,0
2283,0,0
2284,0,0
2285,0,0
2286,0,0
2287,84.733,84.733
2288,345.521,345.521
2289,610.164,610.164
2290,835.339,835.339
2291,1005.57,1005.57
2292,1098.473,1098.473
2293,1111.454,1111.454
2294,488.677,488.677
2295,890.614,890.614
2296,385.023,385.023
2297,133.708,133.708
2298,5.674,5.674
2299,0,0
2300,0,0
2301,0,0
2302,0,0
2303,0,0
2304,0,0
2305,0,0
2306,0,0
2307,0,0
2308,0,0
2309,0,0
2310,0,0
2311,100.507,100.507
2312,362.844,362.844
2313,629.478,629.478
2314,860.323,860.323
2315,1030.396,1030.396
2316,1124.547,1124.547
2317,1137.513,1137.513
2318,1065.78,1065.78
2319,918.14,918.14
2320,703.107,703.107
2321,443.288,443.288
2322,170.514,170.514
2323,0,0
2324,0,0
2325,0,0
2326,0,0
2327,0,0
2328,0,0
2329,0,0
2330,0,0
2331,0,0
2332,0,0
2333,0,0
2334,0,0
2335,106.683,106.683
2336,369.482,369.482
2337,633.012,633.012
2338,858.329,858.329
2339,1024.809,1024.809
2340,1113.869,1113.869
2341,1125.398,1125.398
2342,1052.812,1052.812
2343,897.035,897.035
2344,683.711,683.711
2345,427.495,427.495
2346,162.69,162.69
2347,0,0
2348,0,0
2349,0,0
2350,0,0
2351,0,0
2352,0,0
2353,0,0
2354,0,0
2355,0,0
2356,0,0
2357,0,0
2358,0,0
2359,106.208,106.208
2360,366.239,366.239
2361,631.698,631.698
2362,856.829,856.829
2363,1023.82,1023.82
2364,1120.621,1120.621
2365,1131.845,1131.845
2366,1059.126,1059.126
2367,909.339,909.339
2368,695.154,695.154
2369,437.392,437.392
2370,134.192,134.192
2371,0,0
2372,0,0
2373,0,0
2374,0,0
2375,0,0
2376,0,0
2377,0,0
2378,0,0
2379,0,0
2380,0,0
2381,0,0
2382,0,0
2383,91.712,91.712
2384,304.219,304.219
2385,445.901,445.901
2386,644.4,644.4
2387,816.289,816.289
2388,1119.699,1119.699
2389,1136.015,1136.015
2390,1073.717,1073.717
2391,747.867,747.867
2392,710.05,710.05
2393,448.894,448.894
2394,174.118,174.118
2395,0,0
2396,0,0
2397,0,0
2398,0,0
2399,0,0
2400,0,0
2401,0,0
2402,0,0
2403,0,0
2404,0,0
2405,0,0
2406,0,0
2407,111.041,111.041
2408,365.803,365.803
2409,625.531,625.531
2410,850.374,850.374
2411,1009.714,1009.714
2412,946.347,946.347
2413,1020.692,1020.692
2414,597.435,597.435
2415,360.898,360.898
2416,391.207,391.207
2417,378.61,378.61
2418,125.375,125.375
2419,0,0
2420,0,0
2421,0,0
2422,0,0
2423,0,0
2424,0,0
2425,0,0
2426,0,0
2427,0,0
2428,0,0
2429,0,0
2430,0,0
2431,79.683,79.683
2432,243.947,243.947
2433,476.608,476.608
2434,745.883,745.883
2435,860.208,860.208
2436,816.532,816.532
2437,716.557,716.557
2438,758.407,758.407
2439,689.528,689.528
2440,343.168,343.168
2441,280.556,280.556
2442,121.263,121.263
2443,0,0
2444,0,0
2445,0,0
2446,0,0
2447,0,0
2448,0,0
2449,0,0
2450,0,0
2451,0,0
2452,0,0
2453,0,0
2454,0,0
2455,116.616,116.616
2456,374.729,374.729
2457,637.084,637.084
2458,858.727,858.727
2459,1023.145,1023.145
2460,1114.713,1114.713
2461,1123.626,1123.626
2462,1049.805,1049.805
2463,900.155,900.155
2464,687.508,687.508
2465,433.611,433.611
2466,168.58,168.58
2467,0,0
2468,0,0
2469,0,0
2470,0,0
2471,0,0
2472,0,0
2473,0,0
2474,0,0
2475,0,0
2476,0,0
2477,0,0
2478,0,0
2479,99.469,99.469
2480,377.065,377.065
2481,642.7,642.7
2482,869.2,869.2
2483,1034.497,1034.497
2484,1125.946,1125.946
2485,1135.647,1135.647
2486,1061.963,1061.963
2487,909.374,909.374
2488,697.346,697.346
2489,439.213,439.213
2490,173.091,173.091
2491,0,0
2492,0,0
2493,0,0
2494,0,0
2495,0,0
2496,0,0
2497,0,0
2498,0,0
2499,0,0
2500,0,0
2501,0,0
2502,0,0
2503,125.823,125.823
2504,389.854,389.854
2505,653.637,653.637
2506,878.659,878.659
2507,1043.979,1043.979
2508,1134.034,1134.034
2509,1142.526,1142.526
2510,1067.316,1067.316
2511,911.551,911.551
2512,625.788,625.788
2513,436.457,436.457
2514,128.864,128.864
2515,0,0
2516,0,0
2517,0,0
2518,0,0
2519,0,0
2520,0,0
2521,0,0
2522,0,0
2523,0,0
2524,0,0
2525,0,0
2526,0,0
2527,125.755,125.755
2528,387.694,387.694
2529,650.475,650.475
2530,874.257,874.257
2531,1038.692,1038.692
2532,1130.298,1130.298
2533,1137.49,1137.49
2534,1063.047,1063.047
2535,914.417,914.417
2536,700.697,700.697
2537,443.353,443.353
2538,174.966,174.966
2539,0,0
2540,0,0
2541,0,0
2542,0,0
2543,0,0
2544,0,0
2545,0,0
2546,0,0
2547,0,0
2548,0,0
2549,0,0
2550,0,0
2551,124.109,124.109
2552,377.398,377.398
2553,634.29,634.29
2554,850.74,850.74
2555,1010.118,1010.118
2556,1097.008,1097.008
2557,1105.59,1105.59
2558,1034.88,1034.88
2559,884.287,884.287
2560,678.838,678.838
2561,426.863,426.863
2562,168.2,168.2
2563,0,0
2564,0,0
2565,0,0
2566,0,0
2567,0,0
2568,0,0
2569,0,0
2570,0,0
2571,0,0
2572,0,0
2573,0,0
2574,0,0
2575,101.107,101.107
2576,335.626,335.626
2577,527.85,527.85
2578,722.907,722.907
2579,655.579,655.579
2580,914.908,914.908
2581,997.969,997.969
2582,846.293,846.293
2583,723.299,723.299
2584,565.821,565.821
2585,195.345,195.345
2586,68.95,68.95
2587,0,0
2588,0,0
2589,0,0
2590,0,0
2591,0,0
2592,0,0
2593,0,0
2594,0,0
2595,0,0
2596,0,0
2597,0,0
2598,0,0
2599,22.735,22.735
2600,234.364,234.364
2601,380.458,380.458
2602,732.028,732.028
2603,273.599,273.599
2604,349.249,349.249
2605,830.027,830.027
2606,834.601,834.601
2607,491.964,491.964
2608,46.558,46.558
2609,18.958,18.958
2610,28.431,28.431
2611,0,0
2612,0,0
2613,0,0
2614,0,0
2615,0,0
2616,0,0
2617,0,0
2618,0,0
2619,0,0
2620,0,0
2621,0,0
2622,0,0
2623,125.111,125.111
2624,366.056,366.056
2625,615.432,615.432
2626,830.437,830.437
2627,983.276,983.276
2628,1067.804,1067.804
2629,1074.464,1074.464
2630,1004.315,1004.315
2631,863.827,863.827
2632,663.302,663.302
2633,417.861,417.861
2634,166.345,166.345
2635,6.932,6.932
2636,0,0
2637,0,0
2638,0,0
2639,0,0
2640,0,0
2641,0,0
2642,0,0
2643,0,0
2644,0,0
2645,0,0
2646,0,0
2647,132.485,132.485
2648,381.034,381.034
2649,631.865,631.865
2650,842.226,842.226
2651,996.933,996.933
2652,1084.177,1084.177
2653,1089.865,1089.865
2654,1018.72,1018.72
2655,866.287,866.287
2656,663.745,663.745
2657,416.79,416.79
2658,165.538,165.538
2659,7.564,7.564
2660,0,0
2661,0,0
2662,0,0
2663,0,0
2664,0,0
2665,0,0
2666,0,0
2667,0,0
2668,0,0
2669,0,0
2670,0,0
2671,134.514,134.514
2672,384.087,384.087
2673,633.546,633.546
2674,844.409,844.409
2675,997.193,997.193
2676,1079.375,1079.375
2677,1081.861,1081.861
2678,1006.272,1006.272
2679,88.593,88.593
2680,495.707,495.707
2681,290.673,290.673
2682,164.328,164.328
2683,10.413,10.413
2684,0,0
2685,0,0
2686,0,0
2687,0,0
2688,0,0
2689,0,0
2690,0,0
2691,0,0
2692,0,0
2693,0,0
2694,0,0
2695,112.034,112.034
2696,311.617,311.617
2697,635.516,635.516
2698,862.692,862.692
2699,1020.21,1020.21
2700,1106.215,1106.215
2701,1110.53,1110.53
2702,1034.462,1034.462
2703,886.265,886.265
2704,678.88,678.88
2705,427.924,427.924
2706,171.035,171.035
2707,9.11,9.11
2708,0,0
2709,0,0
2710,0,0
2711,0,0
2712,0,0
2713,0,0
2714,0,0
2715,0,0
2716,0,0
2717,0,0
2718,0,0
2719,147.208,147.208
2720,406.766,406.766
2721,663.223,663.223
2722,880.671,880.671
2723,1040.493,1040.493
2724,1125.963,1125.963
2725,1131.154,1131.154
2726,1054.56,1054.56
2727,899.936,899.936
2728,689.38,689.38
2729,435.967,435.967
2730,175.878,175.878
2731,9.894,9.894
2732,0,0
2733,0,0
2734,0,0
2735,0,0
2736,0,0
2737,0,0
2738,0,0
2739,0,0
2740,0,0
2741,0,0
2742,0,0
2743,146.232,146.232
2744,405.36,405.36
2745,660.476,660.476
2746,876.839,876.839
2747,939.718,939.718
2748,1112.815,1112.815
2749,1034.321,1034.321
2750,958.538,958.538
2751,754.424,754.424
2752,559.391,559.391
2753,322.048,322.048
2754,144.132,144.132
2755,13.261,13.261
2756,0,0
2757,0,0
2758,0,0
2759,0,0
2760,0,0
2761,0,0
2762,0,0
2763,0,0
2764,0,0
2765,0,0
2766,0,0
2767,66.779,66.779
2768,305.289,305.289
2769,490.773,490.773
2770,864.482,864.482
2771,1015.479,1015.479
2772,1093.028,1093.028
2773,1061.779,1061.779
2774,728.932,728.932
2775,719.111,719.111
2776,488.738,488.738
2777,348.473,348.473
2778,152.368,152.368
2779,14.211,14.211
2780,0,0
2781,0,0
2782,0,0
2783,0,0
2784,0,0
2785,0,0
2786,0,0
2787,0,0
2788,0,0
2789,0,0
2790,0,0
2791,147.62,147.62
2792,401.375,401.375
2793,651.322,651.322
2794,862.322,862.322
2795,1016.14,1016.14
2796,1101.397,1101.397
2797,1106.031,1106.031
2798,1030.831,1030.831
2799,876.672,876.672
2800,593.851,593.851
2801,423.151,423.151
2802,172.597,172.597
2803,12.226,12.226
2804,0,0
2805,0,0
2806,0,0
2807,0,0
2808,0,0
2809,0,0
2810,0,0
2811,0,0
2812,0,0
2813,0,0
2814,0,0
2815,152.28,152.28
2816,406.54,406.54
2817,658.946,658.946
2818,871.412,871.412
2819,1026.526,1026.526
2820,1111.869,1111.869
2821,1116.407,1116.407
2822,1039.715,1039.715
2823,888.408,888.408
2824,680.599,680.599
2825,432.994,432.994
2826,177.857,177.857
2827,11.666,11.666
2828,0,0
2829,0,0
2830,0,0
2831,0,0
2832,0,0
2833,0,0
2834,0,0
2835,0,0
2836,0,0
2837,0,0
2838,0,0
2839,161.638,161.638
2840,422.864,422.864
2841,679.061,679.061
2842,897.445,897.445
2843,1055.669,1055.669
2844,1140.581,1140.581
2845,1145.992,1145.992
2846,1069.939,1069.939
2847,920.639,920.639
2848,708.971,708.971
2849,454.789,454.789
2850,189.395,189.395
2851,11.676,11.676
2852,0,0
2853,0,0
2854,0,0
2855,0,0
2856,0,0
2857,0,0
2858,0,0
2859,0,0
2860,0,0
2861,0,0
2862,6.956,6.956
2863,159.879,159.879
2864,416.185,416.185
2865,666.847,666.847
2866,878.97,878.97
2867,1031.955,1031.955
2868,1110.467,1110.467
2869,1113.633,1113.633
2870,1037.777,1037.777
2871,875.861,875.861
2872,671.991,671.991
2873,426.582,426.582
2874,178.077,178.077
2875,13.801,13.801
2876,0,0
2877,0,0
2878,0,0
2879,0,0
2880,0,0
2881,0,0
2882,0,0
2883,0,0
2884,0,0
2885,0,0
2886,10.329,10.329
2887,151.839,151.839
2888,395.707,395.707
2889,642.052,642.052
2890,850.033,850.033
2891,827.686,827.686
2892,1079.66,1079.66
2893,1081.501,1081.501
2894,1006.768,1006.768
2895,857.715,857.715
2896,654.341,654.341
2897,413.429,413.429
2898,172.449,172.449
2899,16.103,16.103
2900,0,0
2901,0,0
2902,0,0
2903,0,0
2904,0,0
2905,0,0
2906,0,0
2907,0,0
2908,0,0
2909,0,0
2910,9.901,9.901
2911,156.207,156.207
2912,402.486,402.486
2913,648.561,648.561
2914,856.95,856.95
2915,1009.658,1009.658
2916,1092.98,1092.98
2917,1097.803,1097.803
2918,1024.907,1024.907
2919,878.678,878.678
2920,675.811,675.811
2921,433.108,433.108
2922,180.933,180.933
2923,14.149,14.149
2924,0,0
2925,0,0
2926,0,0
2927,0,0
2928,0,0
2929,0,0
2930,0,0
2931,0,0
2932,0,0
2933,0,0
2934,9.9,9.9
2935,157.175,157.175
2936,402.103,402.103
2937,645.722,645.722
2938,850.673,850.673
2939,998.32,998.32
2940,1083.741,1083.741
2941,1087.429,1087.429
2942,1014.603,1014.603
2943,273.239,273.239
2944,660.44,660.44
2945,417.921,417.921
2946,175.201,175.201
2947,15.34,15.34
2948,0,0
2949,0,0
2950,0,0
2951,0,0
2952,0,0
2953,0,0
2954,0,0
2955,0,0
2956,0,0
2957,0,0
2958,10.67,10.67
2959,157.713,157.713
2960,400.676,400.676
2961,645.178,645.178
2962,851.337,851.337
2963,1002.528,1002.528
2964,1094.939,1094.939
2965,1099.583,1099.583
2966,1028.717,1028.717
2967,879.361,879.361
2968,678.457,678.457
2969,435.858,435.858
2970,183.661,183.661
2971,14.97,14.97
2972,0,0
2973,0,0
2974,0,0
2975,0,0
2976,0,0
2977,0,0
2978,0,0
2979,0,0
2980,0,0
2981,0,0
2982,11.451,11.451
2983,158.271,158.271
2984,397.935,397.935
2985,635.33,635.33
2986,632.698,632.698
2987,656.762,656.762
2988,1055.064,1055.064
2989,946.979,946.979
2990,812.359,812.359
2991,847.702,847.702
2992,650.834,650.834
2993,414.893,414.893
2994,175.753,175.753
2995,16.133,16.133
2996,0,0
2997,0,0
2998,0,0
2999,0,0
3000,0,0
3001,0,0
3002,0,0
3003,0,0
3004,0,0
3005,0,0
3006,10.854,10.854
3007,164.286,164.286
3008,414.254,414.254
3009,659.403,659.403
3010,869.095,869.095
3011,1022.724,1022.724
3012,1102.182,1102.182
3013,1105.696,1105.696
3014,1030.214,1030.214
3015,883.92,883.92
3016,679.852,679.852
3017,387.81,387.81
3018,168.031,168.031
3019,15.784,15.784
3020,0,0
3021,0,0
3022,0,0
3023,0,0
3024,0,0
3025,0,0
3026,0,0
3027,0,0
3028,0,0
3029,0,0
3030,12.519,12.519
3031,169.476,169.476
3032,424.872,424.872
3033,674.101,674.101
3034,885.928,885.928
3035,1039.141,1039.141
3036,1121.528,1121.528
3037,1125.01,1125.01
3038,1050.895,1050.895
3039,904.545,904.545
3040,697.628,697.628
3041,450.014,450.014
3042,193.882,193.882
3043,16.673,16.673
3044,0,0
3045,0,0
3046,0,0
3047,0,0
3048,0,0
3049,0,0
3050,0,0
3051,0,0
3052,0,0
3053,0,0
3054,12.497,12.497
3055,170.868,170.868
3056,421.574,421.574
3057,664.628,664.628
3058,869.379,869.379
3059,1017.508,1017.508
3060,1094.299,1094.299
3061,1097.644,1097.644
3062,1024.407,1024.407
3063,879.563,879.563
3064,676.269,676.269
3065,435.502,435.502
3066,185.207,185.207
3067,16.614,16.614
3068,0,0
3069,0,0
3070,0,0
3071,0,0
3072,0,0
3073,0,0
3074,0,0
3075,0,0
3076,0,0
3077,0,0
3078,12.472,12.472
3079,170.397,170.397
3080,420.042,420.042
3081,663.121,663.121
3082,867.539,867.539
3083,1015.33,1015.33
3084,1094.566,1094.566
3085,1095.923,1095.923
3086,1022.493,1022.493
3087,880.847,880.847
3088,678.265,678.265
3089,436.81,436.81
3090,187.187,187.187
3091,16.579,16.579
3092,0,0
3093,0,0
3094,0,0
3095,0,0
3096,0,0
3097,0,0
3098,0,0
3099,0,0
3100,0,0
3101,0,0
3102,13.301,13.301
3103,173.877,173.877
3104,424.881,424.881
3105,669.593,669.593
3106,876.532,876.532
3107,1026.658,1026.658
3108,1105.113,1105.113
3109,1108.404,1108.404
3110,1035.258,1035.258
3111,892.143,892.143
3112,688.559,688.559
3113,446.041,446.041
3114,193.099,193.099
3115,17.465,17.465
3116,0,0
3117,0,0
3118,0,0
3119,0,0
3120,0,0
3121,0,0
3122,0,0
3123,0,0
3124,0,0
3125,0,0
3126,14.121,14.121
3127,171.021,171.021
3128,419.607,419.607
3129,662.5,662.5
3130,868.855,868.855
3131,1016.491,1016.491
3132,1000.664,1000.664
3133,1014.132,1014.132
3134,1025.881,1025.881
3135,883.835,883.835
3136,681.899,681.899
3137,403.257,403.257
3138,193.418,193.418
3139,17.423,17.423
3140,0,0
3141,0,0
3142,0,0
3143,0,0
3144,0,0
3145,0,0
3146,0,0
3147,0,0
3148,0,0
3149,0,0
3150,14.961,14.961
3151,169.494,169.494
3152,407.808,407.808
3153,647.55,647.55
3154,842.443,842.443
3155,916.923,916.923
3156,1061.662,1061.662
3157,1063.745,1063.745
3158,992.344,992.344
3159,848.195,848.195
3160,650.376,650.376
3161,415.689,415.689
3162,181.439,181.439
3163,20.86,20.86
3164,0,0
3165,0,0
3166,0,0
3167,0,0
3168,0,0
3169,0,0
3170,0,0
3171,0,0
3172,0,0
3173,0,0
3174,18.531,18.531
3175,159.824,159.824
3176,386.811,386.811
3177,616.912,616.912
3178,818.14,818.14
3179,964.728,964.728
3180,1044.164,1044.164
3181,1052.182,1052.182
3182,985.71,985.71
3183,511.32,511.32
3184,400.1,400.1
3185,266.962,266.962
3186,166.713,166.713
3187,20.059,20.059
3188,0,0
3189,0,0
3190,0,0
3191,0,0
3192,0,0
3193,0,0
3194,0,0
3195,0,0
3196,0,0
